Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults
19:03:38.395,BOOST,0,0,0,0,0,None
19:03:38.496,BOOST,0,0,0,0,0,None
19:03:38.597,BOOST,0,0,0,0,0,None
19:03:38.698,BOOST,0,0,0,0,0,None
19:03:38.800,BOOST,0,0,0,0,0,None
19:03:38.901,BOOST,0,0,0,0,0,None
19:03:39.002,BOOST,0,0,0,0,0,None
19:03:39.103,BOOST,0,0,0,0,0,None
19:03:39.204,BOOST,0,0,0,0,0,None
19:03:39.305,BOOST,0,0,0,0,0,None
19:03:39.406,BOOST,0,0,0,0,0,None
19:03:39.507,BOOST,0,0,0,0,0,None
19:03:39.608,BOOST,0,0,0,0,0,None
19:03:39.709,BOOST,0,0,0,0,0,None
19:03:39.810,BOOST,0,0,0,0,0,None
19:03:39.911,BOOST,0,0,0,0,0,None
19:03:40.012,BOOST,0,0,0,0,0,None
19:03:40.113,BOOST,0,0,0,0,0,None
19:03:40.214,BOOST,0,0,0,0,0,None
19:03:40.315,BOOST,0,0,0,0,0,None
19:03:40.416,BOOST,0,0,0,0,0,None
19:03:40.518,BOOST,0,0,0,0,0,None
19:03:40.619,BOOST,0,0,0,0,0,None
19:03:40.720,BOOST,0,0,0,0,0,None
19:03:40.821,BOOST,0,0,0,0,0,None
19:03:40.922,BOOST,0,0,0,0,0,None
19:03:41.023,BOOST,0,0,0,0,0,None
19:03:41.124,BOOST,0,0,0,0,0,None
19:03:41.225,BOOST,0,0,0,0,0,None
19:03:41.327,BOOST,0,0,0,0,0,None
19:03:41.428,BOOST,0,0,0,0,0,None
19:03:41.529,BOOST,0,0,0,0,0,None
19:03:41.630,BOOST,0,0,0,0,0,None
19:03:41.731,BOOST,0,0,0,0,0,None
19:03:41.832,BOOST,0,0,0,0,0,None
19:03:41.933,BOOST,0,0,0,0,0,None
19:03:42.034,BOOST,0,0,0,0,0,None
19:03:42.135,BOOST,0,0,0,0,0,None
19:03:42.236,BOOST,0,0,0,0,0,None
19:03:42.338,BOOST,0,0,0,0,0,None
19:03:42.439,BOOST,0,0,0,0,0,None
19:03:42.540,BOOST,0,0,0,0,0,None
19:03:42.641,BOOST,0,0,0,0,0,None
19:03:42.742,BOOST,0,0,0,0,0,None
19:03:42.843,BOOST,0,0,0,0,0,None
19:03:42.944,BOOST,0,0,0,0,0,None
19:03:43.045,BOOST,0,0,0,0,0,None
19:03:43.146,BOOST,0,0,0,0,0,None
19:03:43.247,BOOST,0,0,0,0,0,None
19:03:43.348,BUCK,0,0,0,0,0,None
19:03:43.450,BUCK,0,0,0,0,0,None
19:03:43.551,BUCK,0,0,0,0,0,None
19:03:43.652,BUCK,0,0,0,0,0,None
19:03:43.753,BUCK,0,0,0,0,0,None
19:03:43.854,BUCK,0,0,0,0,0,None
19:03:43.955,BUCK,0,0,0,0,0,None
19:03:44.056,BUCK,0,0,0,0,0,None
19:03:44.157,BUCK,0,0,0,0,0,None
19:03:44.258,BUCK,0,0,0,0,0,None
19:03:44.359,BUCK,0,0,0,0,0,None
